,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,Pass
1743,1743,61680,2022-DHZNAG,"{ท่อระบายน้ำ,ถนน,ต้นไม้}","เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",มีต้นไม้ขึ้นในท่อระบายน้ำ ถ้าโตขึ้นจะกีดขวางทางระบายน้ำคะ จุดท่อ ตรงทางเข้าซอยเชียงคำ3 ถนนแจ้งวัฒนะ14,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/9cacd7c065848d98d3b17c6032ebd05ddaee7318.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/3a4d724b8a72972a8386815b4131391dd7de0551.jpg,"100.56024,13.89924",2/183ก ถนน เชียงคำ แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,2022-06-29 10:48:14.963757+00,เสร็จสิ้น,4.0,1,2022-08-30 05:50:33.27798+00,1.0
1756,1756,62102,2022-9FPW9E,{ท่อระบายน้ำ},"เขตบางกะปิ,ฝ่ายโยธา เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",บริเวณหน้าปากซอยรามคำเเหง24เเยก10 มีหลุมลึกประมาณนึง(น่าจะเป็นปากท่อระบายน้ำ)ซึ่งเวลาที่มีรถสวนกันบ่อยครั้งมีการเบี่ยงลงหลุมซึ่งอาจเกิดความเสียหายเเก่รถหรือคนเดินเท้า,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/3aa0a0aae580d03a47ac195fb0d1f3b72600add3.jpg,,"100.61955,13.75292",12 รามคำแหง24 แขวง หัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,2022-06-29 13:40:53.919251+00,เสร็จสิ้น,,0,2022-07-01 04:27:27.226093+00,1.0
1758,1758,62190,2022-BD27VW,"{ท่อระบายน้ำ,ทางเท้า}","ฝ่ายเทศกิจ เขตจตุจักร,เขตจตุจักร,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ร้านขายอาหารตรงหัวมุมเเยกเกษตร ฝั่งอมรพันธ์ ทำเศษอาหารหล่นมาบนพื้นฟุตบาทเยอะมากเข้าใจว่าล้างจานเเล้วไม่ต่อท่อลงท่อระบายน้ำเเละไม่กรองเศษอาหารทิ้ง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/24e65c36f89f5ac822a2f5d7edacd3508e021af8.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/194688fc4b144381f344414197f346a63a22dd74.jpg,"100.57522,13.83955",2103 ถ. พหลโยธิน แขวง ลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,ลาดยาว,จตุจักร,กรุงเทพมหานคร,2022-06-29 14:31:34.651395+00,เสร็จสิ้น,,0,2023-02-13 07:12:11.493579+00,1.0
1770,1770,62523,2022-N4XDBL,"{ท่อระบายน้ำ,ถนน}","สำนักระบายน้ำ,กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,สำนักการระบายน้ำ กทม.,เขตสาทร,กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร),ผอ.เขตสาทร (นายชาติชาย),ฝ่ายโยธา เขตสาทร",แจ้งเรื่องถนนไม่เรียบ ท่อระบายน้ำต่ำมาก,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/fb71e29e31fb9bd6b8ae04269cc25e5cd819b1f3.jpg,,"100.55246,13.72229",PHC2+WX กรุงเทพมหานคร ประเทศไทย,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,2022-06-30 00:45:35.87236+00,กำลังดำเนินการ,,0,2022-12-07 04:12:22.391502+00,1.0
1771,1771,62595,2022-48RR2G,{ท่อระบายน้ำ},"เขตจตุจักร,ฝ่ายโยธา เขตจตุจักร,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ฝาท่อน้ำชำรุด สองจุด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/20d9f9a84fdca7edb2ab90fd895bf4c229050d13.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/c1994ae0624887f05f9e0a4cfef51a1b14242f96.jpg,"100.56989,13.80746",5 ซอย ลาดพร้าว 18 แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จอมพล,จตุจักร,กรุงเทพมหานคร,2022-06-30 01:14:31.483986+00,เสร็จสิ้น,4.0,0,2023-02-15 05:58:25.551105+00,1.0
1789,1789,63431,2022-GHGL8F,{ท่อระบายน้ำ},"เขตสาทร,ฝ่ายโยธา เขตสาทร,สำนักการระบายน้ำ กทม.,ผอ.เขตสาทร (นายชาติชาย),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ขยะเต็มท่อระบายน้ำ บริเวณปากซอยสาทร21,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/21e821a5adb1a722bd7b1d97dd7de2e9d7f8cb4e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/67a3ee4109198e257656359904c1f645bf641eea.jpg,"100.51696,13.71783",313 ถ. สาทรใต้ แขวง ยานนาวา เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,ยานนาวา,สาทร,กรุงเทพมหานคร,2022-06-30 06:29:55.478381+00,เสร็จสิ้น,1.0,0,2022-07-02 06:42:02.634534+00,1.0
1802,1802,63825,2022-8QTYRF,{ท่อระบายน้ำ},"กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตราชเทวี,สำนักการโยธา กทม.,สำนักการระบายน้ำ กทม.",ฝาท่อยุบ เป็นหลุมลึก อาจเป็นอันตรายกับรถที่ขับมา หรือรถมอเตอร์ไซค์,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/002f892d889e1d029de18e630db7c88a4277ed76.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-12/1702027269567.jpeg,"100.52111,13.75702",456 226 ถนน เพชรบุรี แขวง ถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ทุ่งพญาไท,ราชเทวี,กรุงเทพมหานคร,2022-06-30 10:23:56.524082+00,เสร็จสิ้น,,0,2023-12-08 09:21:11.029355+00,1.0
1810,1810,64033,2022-GKAMMX,{ท่อระบายน้ำ},"เขตพญาไท,ฝ่ายโยธา เขตพญาไท,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ฝาท่อไม่เรียบ ทำให้ขับรถเข้าซอยลำบาก  หน้าปากซอย ประดิพัทธ์23,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/605813d8f6a36d9785e552713a325bddde200183.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/50c7797d3f806e11eabfe67decc976b1aa805cbf.jpg,"100.54738,13.79001",23 ประดิพัทธ์ แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,สามเสนใน,พญาไท,กรุงเทพมหานคร,2022-06-30 11:58:50.853596+00,เสร็จสิ้น,5.0,0,2022-07-15 18:59:19.34289+00,1.0
1816,1816,64168,2022-F7Y77X,{ท่อระบายน้ำ},"เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ซอยแจ้งวัฒนะ1  เทยางมะตอยปิดฝาท่อระบายน้ำ จำนวนเกือบ20ฝา,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/0327919a8b93e3ee6b830c83bc5b5d7262d0ac17.jpg,,"100.58630,13.88074",347 ซอย แจ้งวัฒนะ 1 แขวง ตลาดบางเขน เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,2022-06-30 13:10:44.848107+00,เสร็จสิ้น,1.0,0,2022-07-01 10:38:57.002878+00,1.0
1822,1822,64349,2022-7C8CAL,{ท่อระบายน้ำ},"เขตปทุมวัน,สำนักการระบายน้ำ กทม.,ผอ.เขตปทุมวัน (น.ส.สุขวิชญาณ์),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ฝาท่อชำรุด ถ.พระราม 4 ข้างสวนลุมพินี,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e2795d9874a6e92d48cc6faf6d5682219d415b43.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/e5f6fe1f91df53c9d0bcf239c7ae3d8f657fe34a.jpg,"100.53950,13.72847",960 ถนนพระรามที่ ๔ แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,ลุมพินี,ปทุมวัน,กรุงเทพมหานคร,2022-06-30 15:40:50.994511+00,เสร็จสิ้น,5.0,0,2022-07-01 08:54:56.12387+00,1.0
1842,1842,64915,2022-98DR98,"{ท่อระบายน้ำ,เสียงรบกวน}","เขตป้อมปราบศัตรูพ่าย,ฝ่ายโยธา เขตป้อมปราบศัตรูพ่าย,สำนักการระบายน้ำ กทม.,ผอ.เขตป้อมปราบศัตรูพ่าย (นายพงษ์จักรินทร์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ฝาท่อเวลารถเหยียบแล้วมีเสียงดัง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/582b0c0a44475e4b2e30f39d13dc9bccf7f7a16c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/d9b515f637b0f10531cf1e4e26a099d24c9c5aab.jpg,"100.51044,13.75636",92/9 ถนน หลานหลวง แขวง คลองมหานาค เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,วัดโสมนัส,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,2022-07-01 04:21:28.113389+00,เสร็จสิ้น,,0,2022-11-16 11:46:04.086444+00,1.0
1843,1843,64934,2022-P2MB3E,{ท่อระบายน้ำ},"กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตบางกอกน้อย,ฝ่ายโยธา เขตบางกอกน้อย,สำนักการระบายน้ำ กทม.,ผอ.เขตบางกอกน้อย (ดร.วรชล),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต)",1. ปัญหาฝาท่อดังทุกครั้งที่มีรถวิ่งผ่านในซอยจรัญสนิทวงศ์ 35,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/39ff8578315e5fe54e92c957edd07fb79a8f9b5a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/8036eea5b84f507d128f02c90df12c6a3edd5a68.jpg,"100.46143,13.75759",269/14 ซอย จรัญสนิทวงศ์ 35 แขวง บางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,บางขุนศรี,บางกอกน้อย,กรุงเทพมหานคร,2022-07-01 04:38:56.752534+00,เสร็จสิ้น,,0,2022-12-20 07:29:25.676186+00,1.0
